Entity	Source	By-Statement
Gandhi	TOI	addressing the agitators, congress chief gandhi said, farmers are not asking for a reward or free gift, but only their rightful due.
Gandhi	TOI	asked about the budget being hailed as a surgical strike, gandhi said, surgical strikes will happen on mr modi one after the other over the next two months on issues such as rafale, jobs and demonetisation.
Gandhi	TOI	gandhi said, apart from fabrics import, manufacturers of fabrics are comfortable with gst rates of 5  and 12  on mmf yarn and that any increase by the government in gst rates will lead to inflation of fabric prices and the whole value chain will be disrupted.
Gandhi	TOI	whatever time is left, modiji talks about himself, as he has run out of the issues to talk about, said gandhi , asking the pm to devote two minutes for farmers and people of gujarat.
Gandhi	TOI	you just count for 10 days  our government will come up with policy to waive farmer debt, said gandhi.
Gandhi	TOI	addressing the traders, gandhi said, modi has enforced 'gabbar singh tax' (gst), which has 'destroyed' your business.
Gandhi	TOI	they had to tell us that due to steps such as gst, their earnings have got halved in the recent time, said gandhi , terming the initiative as gabbar singh tax, appealing voters to remember how they were made to stand in queue (during demonetization) while casting their vote.
Gandhi	TOI	gandhi had earlier said he will not let prime minister narendra modi sleep until all farmer loans have been waived off.
Gandhi	TOI	federation of indian art silk weaving industry (fiaswi) chairman gandhi said, the industry is getting assurances since the day gst was rolled out.
Gandhi	TOI	we have committed that in 2019, we will have a government that will make up for all the crimes that narendra modi has done against farmers in five years, gandhi said.
Gandhi	TOI	at a farmers rally in chhattisgarh on monday, gandhi had said that if congress comes to power at the centre, its government will guarantee a minimum income for every individual in the country.
Gandhi	TOI	continuing the attack on congress at another rally, raje said, gandhi says that we have not waived off loans of any farmer, but in reality we have done so for 30 lakh farmers for upto rs 50k.
Gandhi	TOI	this story is from december 12, 2018picture used for representational purpose onlydownload the times of india news app for latest citybhopal: a year after the incident of firing in mandsaur leading to death of six farmers, the congress president gandhi in june this year announced that the farmers loan would be waived within 10 days if his party comes to power in madhya pradesh.
Gautam Kothari	TOI	the sangathan president gautamkothari said, industries are already suffering due to gst and poor global market.
Gautham	TOI	those without aadhar numbers will be given an opportunity to enrol for a uid number, gautham said.
Gautham	TOI	those without aadhar numbers will be given an opportunity to enrol for a uid number, gautham said.
Ghanshyam Thori	HT	bathinda deputy commissioner ghanshyamthori , who convened a meeting of senior officials of departments concerned, said whitefly-friendly weed would be destroyed under technical guidance from the agriculture department before march 11.
Ghanshyam Thori	TOI	barnala deputy commissioner ghanshyamthori said suicide of 27 farmers and farm labourers, because of debt have been approved as per direction of the department of revenue, rehabilitation and disaster management.
Hamid Ansari	NIE	, chairman hamidansari asked the members to resume the debate on demonetisation but opposition members raised slogans, which were countered by some members from the treasury benches.
Hamid Ansari	IE	the union budget 2017-18 and the working of the ministry of railways and gst bills were discussed at length, chairman hamidansari said in his valedictory remarks before adjourning the house sine die.
Hamid Ansari	DecH	this house regrets that the presidents address does not mention the failure of the government to curb high-level corruption and to bring back black money, rajya sabha chairman hamidansari said incorporating the opposition-backed change in the motion of thanks.
Harsh Vardhan	DecH	interacting with party workers during his visit to hassan, on sunday, dr harshvardhan said, the centre was pro-farmer and was concerned about chalking out plans for the overall development of the country.
Jain	TOI	therefore, excise duty collection this quarter may fall unless the government provides higher percentage of deemed credit (currently proposed at 40 per cent of cgst), jain said.
Jain	TOI	often, there would be unannounced power cuts too, said r jain , a farmer, who participated in the protest.
Jain	TOI	jain said there would be a distance of 400 meters between two water atms which could be adjusted according to the convenience of people.
Jain	IE	s k jain , immediate past president of the mahratta chamber of commerce industries and agriculture (mccia), said it would be in indias favour if the uk remained with the eu.
Jain	IE	the bank is fully geared to meet all the financial requirements of its retail as well as corporate customers with its nation-wide net-work of branches and atms, said jain.
Jain	IE	capital values that are already reduced in selected locations within markets such as delhi-ncr, bengaluru and mumbai, will continue to remain under pressure in the coming quarter as the markets readjust in the post rera and gst regime, jain said.
Jain	IE	neeraj jain,conveynor,lokayat,pune,said contract farming is paving way for the government to pull out of its traditional role and give way to corporatisation of agriculture.
Jain	HT	the government should regularise atms so that banks are made to store maximum cash in the machines, jain said.
Jain	HT	pwc leader (indirect tax) jain said the arrest provisions as per the revised model gst law may lead to undue harassment for traders.
Jain	HT	to start with, there should be lighter penal provision for offences for at least two years as gst is a new tax regime and traders would need time to understand the law, jain said.
Jain	HT	with indication of revised implementation date of july 1, 2017 for gst, industry gets much needed clarity and some additional time for preparation for this huge reform, said jain , partner and leader, indirect tax, pwc.
Jain	HT	some major reasons for the growth could be reconciliations by businesses of outward and inward supplies, intelligent data analytics, related tax leakage detections and consequent gst payment by businesses, abhishek jain , tax partner, ey india, said.
Jain	HT	5:05pm: the proposed tax straucture under gst is much more complex to what we have at present, said jain , partner and leader of indirect tax at pwc india.
Jain	DecH	regarding gst, jain said the government prefers to stick to the july 1 deadline for its implementation.
Jain	DecH	the broad view was that gst will be largely non-inflationary and is a medium-term structural reform, jain said.
Jain	Telegraph	a.c. jain , the deputy director of agriculture (information), said a total of 32 officials of the department and farmers and visitors donated blood at the camp.
Jain	Telegraph	tax advocate jain , who presented a paper on developing tax culture in india at the event, said the problems faced by taxpayers regarding assessments, rectifications and refunds needed to be addressed.
Jain	Telegraph	a.c. jain , the nodal officer, it department of agriculture, said: altogether, 82 district agriculture officers, joint directors, deputy directors and junior plant protection officers would benefit under the scheme.
Jain	Telegraph	jain said: the farmers will be provided with an online soil health card.
Jain	Telegraph	pwc india leader (indirect tax) jain said, it is encouraging to see that within four days of the assent of the constitution amendment bill by the president, the government has approved the setting up of the gst council and the first meeting of the council is to be held within 10 days of the cabinet approval.
Kiran Bedi	IE	puducherry lt governor kiranbedi on sunday said economic development of a country largely depends on the progress of its agriculture, industry, trade and service sector.
Kiran Kumar	DecH	press trust of india, dharwad, may 28 2017, 0:17 istthe future of agriculture in india depends on reclaiming 147 million hectares of land which has been degraded for various reasons, a s kirankumar , the chairman of indian space research organisation (isro), has said.
Kiran Kumar	DecH	after being conferred with the cauvery award at a programme organised at chandravana ashrama near here as part of navaratri celebrations, kirankumar said that the satellites are used for collecting information on weather, for use in agriculture, education, communication, television and other fields.
Kumar Ravi	DecH	stating that five teams of bjp leaders are visiting drought-hit taluks to assess the ground reality, kumarravi said that a report would be submitted to the union government on prevailing condition in the state.
Kumar Ravi	NIE	many atms have not been dispensing money since four days and the others run out of cash in no time, said kumarravi who was waiting for money at the icici bank , akkayyapalem.
Kumar Ravi	NIE	we are also struggling a lot because of the demonetisation, said kumarravi , who wanted to go to chennai from mysuru road satellite bus station.
Kumar Ravi	TOI	p kumarravi , another curry leaf farmer from madhanur, said half of his six-acre plantation has wilted.
M. Venkaiah Naidu	IE	mandsaur farmers protest: union minister m.venkaiahnaidu said that madhya pradesh is an island of calm, while urging congress to not politicise the issue.
M. Venkaiah Naidu	IE	(source: ani) mandsaur farmers protest: union minister m.venkaiahnaidu said that madhya pradesh is an island of calm, while urging congress to not politicise the issue.
M. Venkaiah Naidu	IE	union urban development minister m.venkaiahnaidu in gandhinagar on monday announced that the centre will decide on relaxing guidelines to pay compensation to farmers who sustained 25 per cent to 50 percent damage to their crops.
M. Venkaiah Naidu	IE	madhya pradesh farmers protest: union minister m.venkaiahnaidu told the congress not to politicise the issue.
M. Venkaiah Naidu	IE	(pti file photo, file) madhya pradesh farmers protest: union minister m.venkaiahnaidu told the congress not to politicise the issue.
M. Venkaiah Naidu	NIE	hyderabad: union minister m m.venkaiahnaidu today said chartered accountants in india will have huge opportunities and challenges when the goods and services tax (gst) is implementedaddressing the icai international conference 'jnana yagna' here, the urban development minister said chartered accountants should play a vital role in addressing issues such as curbing black money.
M. Venkaiah Naidu	NIE	new delhi: union urban development minister m.venkaiahnaidu on thursday said that by creating a ruckus in parliament, the congress was trying to wriggle out of the discussion over demonetisation.
M. Venkaiah Naidu	NIE	the bjp leaders from across the country said that there is an overwhelming support for the governments bold move to fight black money and corruption, union minister m.venkaiahnaidu said.
Madan	Telegraph	we will put up roadblocks on state highways for half and hour to one hour every day between december 26 and 30 in all 18 districts as part of our token protest against the manner in which farmers are being denied the msp, said madan , the president of the pradeshik krishak sabha.
Madan	NIE	if we can gather together to save jallikattu , then these are saviors of us, we will support them till they get the assurance from the government, said madan , it professional from noida who came to support the farmers.
Madan	DecH	the recent rain has only replenished our hopes of better days with enough water for the crop, said madan , a farmer in hagarigollahalli in the taluk.
Mamata Banerjee	IE	b'west bengal cm mamatabanerjee west bengal cm mamatabanerjee banerjeethe west bengal chief minister mamatabanerjee on saturday said the trinamool congress party would support the central government on gst in parliament but it had some reservations about the land bill.
Mamata Banerjee	IE	we have decided to purchase the required quantity directly from the farmers, state chief minister mamatabanerjee said on tuesday.
Mamata Banerjee	IE	in case of rail transportation, the subsidy would be 50 paise per kg of potatoes and re one for a kg if it was shipped abroad, mamatabanerjee said adding these measures would help farmers to avoid distress sale.
Mamata Banerjee	IE	partha paula day after the supreme court verdict on singur, chief minister mamatabanerjee on thursday said farmers would get back their land within the stipulated time-frame set by the apex court and the land would also be made cultivable before being returned.
Mamata Banerjee	IE	a field survey would be conducted within four weeks, following which the physical possession of the land would be handed over to the farmers, mamatabanerjee said.
Mamata Banerjee	IE	last time,chief minister mamatabanerjee said she will not acquire land and that we could if the farmers were willing to sell.
Mamata Banerjee	IE	west bengal chief minister mamatabanerjee (file photo) west bengal chief minister mamatabanerjee (file photo)west bengal chief minister mamatabanerjee on wednesday said the centre must announce a farm loan waiver across the country and claimed that the farmers were in distress due to demonetisation.
Mamata Banerjee	IE	earlier, mamatabanerjee had announced that land would be returned to farmers after the end of durga puja.
Mamata Banerjee	IE	if there are no banks or post office, how can one avail direct benefit transfer as there are lots of sc st people who dont have aadhar card, mamatabanerjee said.
Mamata Banerjee	IE	b'as whether the land in singur would be fit for cultivation again, mamatabanerjee said: according to some agricultural experts, as no farming had taken place there for a decade, it was now more fertile than before.
Mamata Banerjee	IE	(source: pti photo/file) as whether the land in singur would be fit for cultivation again, mamatabanerjee said: according to some agricultural experts, as no farming had taken place there for a decade, it was now more fertile than before.
Mamata Banerjee	IE	(source: pti photo/file)the state government will distribute land parchas  documents establishing the ownership of pieces of land in revenue records  among unwilling farmers at singur in hooghly on september 14, chief minister mamatabanerjee said on monday.
Mamata Banerjee	IE	as whether the land in singur would be fit for cultivation again, mamatabanerjee said: according to some agricultural experts, as no farming had taken place there for a decade, it was now more fertile than before.
Mamata Banerjee	IE	if there is state funding of elections the use of black money will stop, mamatabanerjee said in her first address to the assembly after taking charge of the state for a second term.
Mamata Banerjee	IE	whatever legal action would be taken against the offending company would take its own course but we feel the farmers should not lose out in the meantime, mamatabanerjee said.
Mamata Banerjee	IE	they have hiked excise duty on fuel, mamatabanerjee said.
Mamata Banerjee	IE	(file photo)at a public meeting on monday, west bengal chief minister mamatabanerjee asked corporate houses and businessmen why they were keeping quiet about demonetisation and urged them to come forward and speak out against it.
Mamata Banerjee	IE	but even as mamatabanerjee announced wednesday, from the mammoth stage set up for the first singur utsav that she was against land acquisition and will never allow forcible acquisition in bengal ever again, even as she vowed to protect farmers and their lands, in the same breath she said that her government will push for industrial investment in the state.
Mamata Banerjee	IE	chief minister mamatabanerjee announced this on tuesday while speaking at a programme in kolkata, which was organised to felicitate farmers for their contribution in agriculture.
Mamata Banerjee	IE	in order to give them some relief, we have decided to buy 28,000 tonnes of potato per month directly from the farmers for mid-day meal scheme and anganwadi centres, mamatabanerjee said.
Mamata Banerjee	IE	the poorest of the poor, the marginalised people will be the worst sufferers if #aadhaar is made mandatory unilaterally, mamatabanerjee said in a tweet.
Mamata Banerjee	IE	at a post-budget press conference here, mamatabanerjee also said the key exercise was more focussed on the agriculture sector while the recently concluded bengal global business summit was directed at the industry.
Mamata Banerjee	IE	stating that her apprehensions have been proven true, mamatabanerjee said rampant job loss has been reported from across the country with the agriculture and unorganised sectors being the worst hit.
Mamata Banerjee	IE	(file photo) stating that her apprehensions have been proven true, mamatabanerjee said rampant job loss has been reported from across the country with the agriculture and unorganised sectors being the worst hit.
Mamata Banerjee	IE	stating that her apprehensions have been proven true, mamatabanerjee said rampant job loss has been reported from across the country with the agriculture and unorganised sectors being the worst hit.
Mamata Banerjee	IE	in a facebook post, mamatabanerjee said that her apprehension about demonetisation has proven to be correct and asked the centre to give clarification.
Mamata Banerjee	IE	accusing modi of being totally arrogant, mamatabanerjee claimed alleged that he was responsible for over 120 deaths owing to demonetisation.
Mamata Banerjee	IE	chief minister mamatabanerjee has recently announced that 128 kishan bazars have been set up across the state to ensure that farmers can sell their produce directly to markets in new delhi.
Mamata Banerjee	IE	chief minister mamatabanerjee on wednesday said that the centre must waive farm loans across the country and not pass the buck to the states.
Mamata Banerjee	IE	all restrictions should be withdrawn immediately #demonetisation, mamatabanerjee said in a tweet on monday.
Mamata Banerjee	NIE	kolkata: west bengal chief minister mamatabanerjee today asked prime minister narendra modi about how many more lives would be lost in the country in the wake of the demonetisation move.
Mamata Banerjee	NIE	listing the sops offered by her government, mamatabanerjee said it has already given financial benefits to 30,000 farmers under 'krishi bondhu' scheme under which they will get the assistance of rs 5,000 per acre in two instalments, one during kharif and another during rabi season.
Mamata Banerjee	NIE	mamata mamatabanerjee also claimed that demonetisation has brought back barter system on a massive scale throughout the state.
Mamata Banerjee	NIE	reminding him of his poll promise, mamatabanerjee said: he has not been able to bring back the black money stashed abroad but has snatched away peoples money slyly by demonetizing the high value notes.
Mamata Banerjee	NIE	talking to reporters outside rashtrapati bhavan after leading a delegation of some opposition party leaders to meet president pranab mukherjee, mamatabanerjee said her party was for tackling black money and accused the central government of implementing the demonetisation move without proper planning.
Mamata Banerjee	NIE	kolkata: west bengal chief minister mamatabanerjee on wednesday said people have been forced to accept the scrapping of rs 500 and rs 1,000 notes not willingly but out of fear, taking a dig at prime minister narendra modis vehement justification of demonetisation of higher value notes in parliament on tuesday.
Mamata Banerjee	NIE	when customers told her that the banks were unable to give rs 100 denomination notes, mamatabanerjee told them to insist on the same.
Mamata Banerjee	NIE	it is not for him to dictate where the common people would keep their hard-earned money, mamatabanerjee said attacking modi and the central government over demonetisation, which has plunged the nation into a big crisis.
Mamata Banerjee	NIE	if demonetisation is beneficial for the common man, then why are the shopkeepers, farmers and labourers suffering so much, mamatabanerjee asked the crowd present at the meeting.
Mamata Banerjee	NIE	new delhi: west bengal chief minister mamatabanerjee and his delhi counterpart arvind kejriwal on thursday asked the government to scrap the demonetisation decision in three days or face a revolt.
Mamata Banerjee	NIE	the poorest of the poor, the marginalised people will be the worst sufferers if #aadhaar is made mandatory unilaterally, mamatabanerjee said in a tweet.
Mamata Banerjee	NIE	chief minister mamatabanerjee claimed the victory was a result of public ire against demonetisation and said the party will launch district and panchayat-level agitations in bengal from wednesday against the move.
Mamata Banerjee	NIE	we explained to him about the critical issue going on in the country (after demonetisation), mamatabanerjee said after meeting the president.
Mamata Banerjee	NIE	during the 40-minute long meeting, mamatabanerjee claimed to have spoken about the problems faced by the common people due to the demonetisation move.
Mamata Banerjee	NIE	bengal shadowwest bengal chief minister mamatabanerjee had said on friday that her government would not support the new gst system in its present form and that her government would write to jaitley to make some amendments to make it suitable for all the sections of the society.
Mamata Banerjee	NIE	rampant job loss has been reported across the country with the agriculture and unorganised sector in worst shape, mamatabanerjee said.
Mamata Banerjee	HT	it should make public how much money has been pumped back into the economy and the amount of money states have received post demonetisation, mamatabanerjee said.
Mamata Banerjee	HT	west bengal chief minister mamatabanerjee said on thursday she was correct in opposing the demonetisation move by the centre, a day after data showed a weaker-than-expected economic growth that may have been hit by the ban on high-denomination banknotes.
Mamata Banerjee	HT	i have already asked the state chief secretary to send a strong letter to the union finance ministry elaborating on our objections to accepting the gst in its present form, bengal chief minister mamatabanerjee said at a district-level meeting in her state.
Mamata Banerjee	HT	west bengal chief minister mamatabanerjee , a strident modi critic, told journalists after the opposition meeting that all parties criticised the governments handling of kashmir, caste clashes in saharanpur, demonetisation and incidents of cow vigilantism.
Mamata Banerjee	DecH	the poorest of the poor, the marginalised people will be the worst sufferers if #aadhaar is made mandatory unilaterally, mamatabanerjee said in a tweet.
Mamata Banerjee	DecH	less than a month before the gst regime is set to kick in from july 1, west bengal chief minister mamatabanerjee today said her government would not support the new tax system in its present form.
Mamata Banerjee	DecH	dubbing demonetisation as a shameless flop show, mamatabanerjee asked the common people to rise in protest even as tmc activists staged dharnas in front of rbi office in kolkata as well as cbi office besides many places in the districts in west bengal.
Mamata Banerjee	DecH	west bengal chief minister mamatabanerjee , a strident modi critic, told journalists after the opposition meeting that all parties criticised the government's handling of kashmir, caste clashes in saharanpur, demonetisation and incidents of cow vigilantism.
Mamata Banerjee	DecH	people still suffering due to note banpeople across the country continue to suffer three months after the unexpected implementation of demonetisation on november 8, west bengal chief minister mamatabanerjee said, dhns reports from kolkata.
Mamata Banerjee	DecH	#demonetisation, mamatabanerjee said in a series of five tweets on wednesday.
Mamata Banerjee	DecH	mamata mamatabanerjee has repeatedly asked the centre to take concrete steps to bring back the black money from abroad, but they have not heeded, he said.
Mamata Banerjee	DecH	rampant job loss has been reported across the country with the agriculture and unorganised sector in worst shape, mamatabanerjee said.
Mamata Banerjee	Telegraph	it is wrong on the part of the centre to come up with a directive that a person cannot get pension or withdraw money from bank without aadhar, mamatabanerjee said.
Mamata Banerjee	Telegraph	16: chief minister mamatabanerjee today said trinamul mps would meet the prime minister soon to protest the centre's alleged efforts to make aadhaar cards mandatory by september for direct benefit-transfer schemes.
Mamata Banerjee	Telegraph	purnendu bera of nandigrams gokulnagar village said: on the very first day after taking oath as chief minister, mamatabanerjee had announced that the land taken from unwilling farmers in singur would be returned.
Mamata Banerjee	Telegraph	last week, mamatabanerjee had said publicly that she would not link her mobile phone number with aadhaar, as required by the government, and had dared the authorities to cut off her connection.
Mamata Banerjee	Telegraph	at a rally in east midnapore yesterday, mamatabanerjee told the gathering, largely constituting farmers, that fdi and fertiliser price hikes would ruin them and leave them landless.
Mamata Banerjee	Telegraph	picture by saikat santra kharagpur, april 3: bengal chief minister mamatabanerjee today announced a waiver of agricultural land tax that is expected to cost the government rs 200 crore in revenues annually and advised the centre to follow the example to write off farm loans.
Mamata Banerjee	Telegraph	we are not going to take agricultural land tax from those outside the purview of land ceiling, mamatabanerjee told the rally in kharagpur.
Mamata Banerjee	Telegraph	1: chief minister mamatabanerjee today said farmers in singur would get back their land within 12 weeks as ordered by the supreme court and added that the plots that would be handed back would be cultivable.
Manish Sisodia	DecH	announcing that there is no new proposal for tax increase like the previous two years, deputy chief minister manishsisodia , who also handles the finance portfolio, said the government expects a positive impact on tax revenue collections after the implementation of the goods and service tax (gst) later this year.
Manish Sisodia	IE	addressing the cii delhi state annual session today, deputy chief minister manishsisodia said he wants to set up the cell in coordination with the confederation of indian industry (cii) to help small traders understand gst which is expected to come into effect from july 1.
Manish Sisodia	NIE	new delhi: note ban has hit the national capital's economic growth and forced the city government to cut spending on various developmental projects by about rs 4,100 crore, deputy chief minister manishsisodia said today.
Manish Sisodia	NIE	delhi deputy chief minister manishsisodia said that compensation law has been cleared and certain provisions of c-gst and s-gst which was approved by the law ministry have been cleared.
Manmohan Singh	NIE	commenting on the demonetisation process, manmohansingh had said yesterday that it was responsible for the slowdown in indias economy and cited a collapse in private sector investment and the reduction of the industrys gross value added growth.
Manmohan Singh	NIE	participating in the debate, naresh agarwal (sp) said former prime minister manmohansingh , who was in the house, had earlier said that gdp growth will slowdown by 2 percentage points due to the impact of demonetisation.
Manmohan Singh	IE	b'prime minister manmohansingh today said the government will focus on modernising the agricultural marketing system and brining in private players to this sector in the 12th five year plan beginning 2012.
Manmohan Singh	IE	deshpande had also said that prime minister manmohansingh had announced a package for vidarbhas crisis-ridden farmers,which included one for irrigation.
Manmohan Singh	IE	the issue came for discussion at the last meeting of the union cabinet during which prime minister manmohansingh had said that it was not possible to make specific details such as about black money parked in swiss banks.
Manmohan Singh	IE	b'india is committed to taking hard and difficult decisions in the long-term interest of the economy,prime minister manmohansingh said today,while assuring japanese industry that the long-awaited goods and services tax (gst) regime facing hurdles from states will be in place in an appropriate type by 2014.
Manmohan Singh	Telegraph	4: prime minister manmohansingh today asked states to waive local taxes, including octroi, as well as reform the outdated agriculture produce marketing committee act, or mandi act, to help control a runaway food inflation.
Manmohan Singh	Telegraph	no quick result: pm prime minister manmohansingh today said there was no instant solution to bring back black money.
Manmohan Singh	Telegraph	singh: action timenew delhi, march 7: prime minister manmohansingh today asked a group of ministers to review the cotton export ban following protests by farmers and complaints from agriculture minister sharad pawar, who said he was kept in the dark about the decision.
Manmohan Singh	HT	an mp recalled that last year when urjit patel faced angry members over demonetisation, former prime minister manmohansingh told patel that he can skip answers to questions he considers uncomfortable.
Manmohan Singh	TOI	on the controversial noteban decision, former prime minister manmohansingh said scars and wounds caused by demonetisation are getting more visible with time and second anniversary is a day to remember how economic misadventures could roil the nation.
Manohar Lal Khattar	HT	taking a strong exception to the cheap political gimmicks of the opposition, manoharlalkhattar said that the opposition earlier criticised me for not meeting the prime minister on the vital issues of the syl canal, gst and the issues of farmers.
Manohar Lal Khattar	IE	watch what else is making newsinitiatives in the field of health, skill development, infrastructure and agriculture were undertaken in these five villages, manoharlalkhattar said.
Manohar Lal Khattar	IE	the injustice done to the farmers will be revealed by the investigation, manoharlalkhattar said during the ongoing budget session of the vidhan sabha.
Manohar Lal Khattar	IE	ahead of the assembly elections due next month, chief minister manoharlalkhattar on monday announced waiving interest and penalty on crop loans of farmers from cooperative banks  to the tune of rs 4,750 crore  under the one-time settlement scheme.
Manohar Lal Khattar	IE	the lake is being renovated at a cost of rs 17 crore and on completion, about 23,000 acre of land would get irrigation facilities, manoharlalkhattar said.
Manohar Lal Khattar	IE	haryana chief minister manoharlalkhattar said that farmers covered under the scheme would get enhanced insurance compensation ranging between rs 10,000 and rs 25,000 per acre as against the prescribed rates fixed between rs 7500 and rs 12,000 per acre for damage to the crop.
Manohar Lal Khattar	IE	in case the farmers suffer any loss, it would be compensated by this pradhikaran, manoharlalkhattar said.
Manohar Lal Khattar	IE	(file)chief minister manoharlalkhattar today said land in the state will not be acquired without the consent of farmers and rates prescribed for acquisition will be paid to them without any delay.
Manohar Lal Khattar	IE	responding to a question, manoharlalkhattar said those who are stopping farmers from bringing their produce to markets and forcing them to throw them on roads, would be sternly dealt with.
Manohar Lal Khattar	IE	we have given a package of roughly rs 5,000 crore to farmers, news agency pti quoted chief minister manoharlalkhattar said.
Manohar Lal Khattar	NIE	jind: chief minister manoharlalkhattar today said land in the state will not be acquired without the consent of farmers and rates prescribed for acquisition will be paid to them without any delay.
Manohar Lal Khattar	NIE	farmers who have taken loans of amount rs 5 lakhs will now have to pay only 2 per cent interest instead 12-15 per cent, manoharlalkhattar said.
Manohar Lal Khattar	NIE	chandigarh: the haryana government is in talks with various companies for the domestic production of bio-fuel from stubble and also has plans to provide agriculture implements to farmers on subsidised rates to keep a check on the practice of burning paddy stubble in the state, chief minister manoharlalkhattar said.
Manohar Lal Khattar	TOI	chandigarh: haryana chief minister manoharlalkhattar said on sunday that farmers will not forgive those who dumped their vegetables and milk on the roads.
Manohar Lal Khattar	TOI	chandigarh: haryana cm manoharlalkhattar on friday announced that compensation of rs 12,000 per acre would be given to those farmers whose crop has been damaged due to water logging and said that it has also been decided to give compensation of rs 6000 per acre to those farmers who were unable to sow their crop due to the water logging.
Manohar Lal Khattar	TOI	later interacting with the villagers of munak in karnal district, manoharlalkhattar said the responsibility for implementing the swaminathan commission report rested with former chief minister hooda, who was then chairman of the working group of chief ministers on agriculture production, set up on agriculture.
Manohar Lal Khattar	TOI	but he (hooda) did not do anything during his time and kept pretending to be a leader of the farmers, manoharlalkhattar said, adding his government has worked for the farmers during the last three-and-a-half years.
Manohar Lal Khattar	TOI	while talking after inaugurating the new service, haryana chief minister manoharlalkhattar said that the portal would help providing agriculture related information directly and online to the farmers.
Manohar Lal Khattar	TOI	after the implementation of gst, 35,000 businesses in gurgaon have registered themselves, manoharlalkhattar said.
Manohar Parrikar	IE	b'aadhaar card to become mandatory to procure online certificates aadhaar card to become mandatory to procure online certificatesan aadhar card is mandatory to apply for government-issued certificates online through a newly launched government portal, goa chief minister manoharparrikar said on wednesday.
Manohar Parrikar	IE	speaking to reporters after launching a new revenue department website which facilitates online procurement of residence and income certificates and registration of property, manoharparrikar said those without an aadhar card will have to apply for the documents in person.
Manohar Parrikar	TOI	it was in january this year, while speaking at the state credit seminar 2018-19 organised by the national bank for agriculture and rural development (nabard), manoharparrikar said the state government would go cashless by september 30.
Manohar Parrikar	DecH	hospitals should get cashless transaction system, says parrikarmangaluru, dec 26, 2016, dhns: 23:36 istdefence minister manoharparrikar said that a cashless system should be introduced in all government and private hospitals across the country.
Manohar Parrikar	DecH	'defence food lab should work for farmers'mysuru, may 8, 2016, dhns: 23:57 istunion defence minister manoharparrikar on sunday said he has directed the defence food research laboratory (dfrl) authorities to utilise their technical skills for the benefit of local farmers and producers to increase their economic status.
Manohar Parrikar	NIE	by september 30, 2018, my government will go cashless, manoharparrikar said while speaking at a seminar organised by nabard (national bank for agriculture and rural development) at a function here.
Manohar Parrikar	NIE	mumbai: since the demonetisation of high currency notes terror funding has come down to zero and there hasn't been stone-pelting on security forces, defence minister manoharparrikar said here today.
Manohar Parrikar	NIE	talking to reporters later, manoharparrikar said those who sponsor terror will be affected by the demonetisation.
Manohar Parrikar	NIE	in the next brihanmumbai municipal corporation elections, nobody will be left with power to bribe voters, manoharparrikar said, without naming the ally shiv sena which has been critical of demonetisation.
Modi	DecH	though the ordinance is lapsing, 13 of its points, meant to provide direct financial benefit to farmers, are being brought under the rules effective from sunday so farmers do not face financial loss, said modi.
Modi	DecH	i have said time and again i am ready to accept any suggestion that is in farmers' interest, said modi.
Modi	DecH	modi said his government believes that efforts should be made to bring back black money and the government was doing that.
Modi	DecH	modi said you would all get rs 15 lakh each; that the black money would be brought back.
Modi	DecH	playing the pro-poor and pro-farmers card, a plank bjp has assiduously tried to claim for some time, modi said the recent budget was all about them besides the middle class.
Modi	DecH	it opens new avenues for cooperation, including in areas like agriculture and healthcare, modi said in a joint press interaction with sirisena.
Modi	DecH	while laying thrust on progress of rural areas, with particular focus on farmers, women-folk and child care, modi said he wants to leave a legacy after his five-year tenure which would be talked about in terms of exceptional achievement in the years to come.
Modi	DecH	pm seeks views of people on demonetisationnew delhi, nov 22, 2016, (pti) 12:26 istamid opposition attack, prime minister modi today asked the people to directly convey their views to him on demonetisation via his app.
Modi	DecH	700 maoists have surrendered post-demonetisation: pmnew delhi, feb 8, 2017 (pti) 21:29 istaround 700 maoists have surrendered post-demonetisation and funds to terrorists in jammu and kashmir have been choked, prime minister modi said in rajya sabha today, while insisting that the note ban has had a direct impact on naxalism and terrorism.
Modi	DecH	around 700 maoists have surrendered post-demonetisation and funds to terrorists in jammu and kashmir have been choked, prime minister modi said in rajya sabha today, while insisting that the note ban has had a direct impact on naxalism and terrorism.
Modi	DecH	it will create new job opportunities, help economic growth and support the farmers income generation, modi said.
Modi	DecH	allocations for schemes in agriculture, rural development and infrastructure have been hiked, while electronic manufacturing and textiles have been specially marked for investment for job creation, modi said.
Modi	DecH	open to changes in land bill that benefit poor: pmnew delhi: may 28, 2015, dhns 2:14 istparties should keep aside political motives: modiamendments in the land acquisition bill in the interest of farmers, poor, village and nation will be accepted, prime minister modi said on wednesday asserting that along with gst bill the measure will be passed by parliament in a matter of time.
Modi	DecH	we spend a lot of money to import lentils and (edible) oils and we must resolve to raise production so that we become self-sufficient in the next 10 years, modi said after launching a tv channel for farmers.
Modi	DecH	modi, who is trying to boost investment in industry that would create new jobs outside agriculture, said farmers should increase productivity so that they can prosper even as the average size of farms shrinks due to a growing population.
Modi	DecH	to overcome the problem, modi has asked scientists to work closely with farmers to introduce high-yielding crop varieties.
